link to repo,func_name,buggy_id,level,Labels
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/subclasses,subclasses,buggy_7.py,self_contained, / Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/unit_of_work,unit_of_work,buggy_6.py,self_contained,Failure To Generate
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/process_text_links,process_text_links,buggy_5.py,plib_runnable,Failure To Generate
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/_dump_string,_dump_string,buggy_2.py,plib_runnable,Failure To Generate
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/make_find_paths,make_find_paths,buggy_1.py,slib_runnable,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/_c_optimizations_ignored,_c_optimizations_ignored,buggy_3.py,slib_runnable,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/get_logical_path_map,get_logical_path_map,buggy_0.py,self_contained,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/get,get,buggy_3.py,self_contained,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/is_fill_request_el,is_fill_request_el,buggy_2.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_replace_register,_replace_register,buggy_4.py,self_contained,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_replace_register,_replace_register,buggy_1.py,self_contained,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,buggy_0.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/run_command,run_command,buggy_8.py,slib_runnable,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/get_logical_path_map,get_logical_path_map,buggy_3.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_legacy_mergeOrderings,_legacy_mergeOrderings,buggy_7.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/make_find_paths,make_find_paths,buggy_6.py,slib_runnable,hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/match_pubdate,match_pubdate,buggy_5.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/process_text_links,process_text_links,buggy_2.py,plib_runnable,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/match_file_by_prefix,match_file_by_prefix,buggy_7.py,slib_runnable,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/make_find_paths,make_find_paths,buggy_5.py,slib_runnable,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/is_fill_compute_el,is_fill_compute_el,buggy_3.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/minimalBases,minimalBases,buggy_4.py,self_contained,Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,buggy_6.py,self_contained,Hallucination / Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_1.py,plib_runnable,hallucination / misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/match_pubdate,match_pubdate,buggy_0.py,self_contained,hallucination / Prompt-biased
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/parser_flags,parser_flags,buggy_5.py,self_contained,Hallucination / Wrong attribute / Prompt Biased
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/_dump_string,_dump_string,buggy_9.py,plib_runnable,Hallucination / Wrong input type / wrong attribute
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/unit_of_work,unit_of_work,buggy_0.py,self_contained,hallucinations
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/prepare_repository_from_archive,prepare_repository_from_archive,buggy_2.py,slib_runnable,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/get_logical_path_map,get_logical_path_map,buggy_5.py,self_contained,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/make_find_paths,make_find_paths,buggy_6.py,slib_runnable,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/is_fill_compute_el,is_fill_compute_el,buggy_4.py,self_contained,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/_c_optimizations_required,_c_optimizations_required,buggy_1.py,slib_runnable,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/_parse_image_ref,_parse_image_ref,buggy_4.py,slib_runnable,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_inline_r_setup,_inline_r_setup,buggy_8.py,self_contained,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/run_command,run_command,buggy_8.py,plib_runnable,Hallunication
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/get_logical_path_map,get_logical_path_map,buggy_1.py,self_contained,Hallunication / Prompt-biased code/Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/get_repo_archive,get_repo_archive,buggy_1.py,slib_runnable,Hallunication/ Prompt-biased code
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/get_logical_path_map,get_logical_path_map,buggy_7.py,self_contained,Hallunication/ Wrong Attribute/ Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_4.py,plib_runnable,Hallunication/Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/is_local,is_local,buggy_2.py,slib_runnable,Hallunication/Missing Corner Case
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/_c_optimizations_required,_c_optimizations_required,buggy_4.py,slib_runnable,Hallunication/Prompt-biased code
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_6.py,plib_runnable,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/prepare_repository_from_archive,prepare_repository_from_archive,buggy_2.py,slib_runnable,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/list_of_file_names,list_of_file_names,buggy_1.py,plib_runnable,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/make_find_paths,make_find_paths,buggy_5.py,slib_runnable,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/run_command,run_command,buggy_6.py,slib_runnable,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/_extract_number_and_supplment_from_issue_element,_extract_number_and_supplment_from_issue_element,buggy_2.py,plib_runnable,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/was_processed,was_processed,buggy_1.py,self_contained,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_legacy_mergeOrderings,_legacy_mergeOrderings,buggy_7.py,self_contained,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/make_find_paths,make_find_paths,buggy_0.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/write_configuration,write_configuration,buggy_5.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/string_to_int,string_to_int,buggy_5.py,self_contained,Incomplete Generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/run_command,run_command,buggy_7.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/run_command,run_command,buggy_4.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/prepare_repository_from_archive,prepare_repository_from_archive,buggy_5.py,slib_runnable,incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/_c_optimizations_ignored,_c_optimizations_ignored,buggy_9.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/_c_optimizations_ignored,_c_optimizations_ignored,buggy_0.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/get,get,buggy_1.py,self_contained,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/addignored,addignored,buggy_8.py,slib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/run_command,run_command,buggy_8.py,plib_runnable,Incomplete generation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/unit_of_work,unit_of_work,buggy_1.py,self_contained,Incomplete generation / Hallucination
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_inline_r_setup,_inline_r_setup,buggy_8.py,self_contained,Incomplete Generation / Synthax error
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/write_configuration,write_configuration,buggy_1.py,slib_runnable,Incomplete generation/Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/plus_or_dot,plus_or_dot,buggy_5.py,self_contained,Memorization?
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/parse_frequency,parse_frequency,buggy_2.py,slib_runnable,Minsinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/regex_dict,regex_dict,buggy_8.py,slib_runnable,Minsterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/parser_flags#completion,parser_flags,buggy_6.py,self_contained,Minsterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/make_find_paths,make_find_paths,buggy_8.py,slib_runnable,Misinterepretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/gaussian,gaussian,buggy_7.py,plib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_dictsum,_dictsum,buggy_1.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/build_app_logger,build_app_logger,buggy_7.py,plib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/register_vcs_handler,register_vcs_handler,buggy_6.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/round_half_to_even,round_half_to_even,buggy_5.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/run_command,run_command,buggy_4.py,slib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/addignored,addignored,buggy_2.py,slib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/gaussian,gaussian,buggy_1.py,plib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/plus_or_dot,plus_or_dot,buggy_3.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/oneline,oneline,buggy_8.py,slib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/make_find_paths,make_find_paths,buggy_0.py,slib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/paging,paging,buggy_7.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/is_none_string,is_none_string,buggy_1.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/split,split,buggy_1.py,slib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/minimalBases,minimalBases,buggy_6.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/is_ipv4,is_ipv4,buggy_9.py,plib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/files_list_from_zipfile,files_list_from_zipfile,buggy_2.py,slib_runnable,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/size_to_bytes,size_to_bytes,buggy_2.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/int_to_string,int_to_string,buggy_9.py,self_contained,Misinterpretation
https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#,parser_flags,buggy_3.py,self_contained,Misinterpretation
